a	Year	Day	HourMinute	Air	Air Pess	Snow Depth	Precip
114	2004	210	1800	-0.251	1008	0.215	0
114	2004	210	1900	0.228	1007	0.217	0
114	2004	210	2000	-0.762	1008	0.216	0
114	2004	210	2100	-2.13	1007	0.215	0
114	2004	210	2200	-1.529	1007	0.22	0
114	2004	210	2300	-0.632	1006	0.213	0.064
114	2004	211	0	-0.731	1006	0.214	0.068
114	2004	211	100	-1.041	1006	0.213	0
114	2004	211	200	-0.994	1006	0.213	0
114	2004	211	300	-1.103	1006	0.216	0
114	2004	211	400	-0.94	1005	0.209	0
114	2004	211	500	-1.699	1005	0.218	0.094
114	2004	211	600	-2.009	1006	0.213	0
114	2004	211	700	-2.776	1006	0.217	0.254
114	2004	211	800	-2.483	1007	0.215	0.061
114	2004	211	900	-2.656	1008	0.219	0.015
114	2004	211	1000	-2.088	1008	0.214	0
114	2004	211	1100	2.034	1009	0.212	0.157
114	2004	211	1200	3.374	1009	0.212	0
114	2004	211	1300	3.697	1009	0.211	0.216
114	2004	211	1400	3.814	1009	0.21	0.068
114	2004	211	1500	3.605	1009	0.212	0.311
114	2004	211	1600	3.464	1009	0.211	0.282
114	2004	211	1700	2.95	1010	0.214	0
114	2004	211	1800	2.153	1010	0.215	0.647
114	2004	211	1900	1.66	1011	0.216	0
114	2004	211	2000	1.517	1012	0.215	0.085
114	2004	211	2100	1.117	1013	0.216	0
114	2004	211	2200	0.241	1013	0.216	0.658
114	2004	211	2300	-0.536	1013	0.216	0
114	2004	212	0	-2.51	1014	0.216	0
114	2004	212	100	-3.847	1014	0.219	0
114	2004	212	200	-4.49	1014	0.216	0
114	2004	212	300	-4.827	1014	0.219	0
114	2004	212	400	-5.217	1014	0.216	0
114	2004	212	500	-5.694	1014	0.215	0.019
114	2004	212	600	-5.87	1014	0.216	0
114	2004	212	700	-5.824	1015	0.214	0.031
114	2004	212	800	-6.276	1015	0.218	0
114	2004	212	900	-6.119	1016	0.216	0.143
114	2004	212	1000	-5.656	1016	0.215	0
114	2004	212	1100	-5.092	1016	0.217	0.378
114	2004	212	1200	-3.757	1016	0.215	0
114	2004	212	1300	-2.92	1015	0.213	0
114	2004	212	1400	-1.364	1015	0.211	0.268
114	2004	212	1500	-1.869	1015	0.217	0
114	2004	212	1600	-2.23	1015	0.214	0.063
114	2004	212	1700	-2.632	1015	0.219	0
114	2004	212	1800	-3.302	1015	0.215	0.063
114	2004	212	1900	-3.812	1016	0.216	0
114	2004	212	2000	-3.868	1016	0.215	0
114	2004	212	2100	-3.759	1016	0.21	0
114	2004	212	2200	-3.899	1016	0.214	0
114	2004	212	2300	-3.848	1016	0.217	0
114	2004	213	0	-3.605	1016	0.212	0.15
114	2004	213	100	-3.608	1016	0.218	0.088
114	2004	213	200	-3.092	1016	0.213	0
114	2004	213	300	-2.655	1016	0.214	0.031
114	2004	213	400	-3.367	1016	0.219	0.125
114	2004	213	500	-2.817	1016	0.213	0.126
114	2004	213	600	-2.95	1016	0.222	0.093
114	2004	213	700	-0.862	1017	0.216	0.001
114	2004	213	800	-0.36	1017	0.214	0.241
114	2004	213	900	-0.868	1017	0.215	0
114	2004	213	1000	0.676	1018	0.212	0.154
114	2004	213	1100	2.07	1018	0.214	0.376
114	2004	213	1200	3.608	1018	0.208	0
114	2004	213	1300	3.726	1017	0.212	0
114	2004	213	1400	3.371	1017	0.208	0.491
114	2004	213	1500	4.031	1017	0.206	0
114	2004	213	1600	2.713	1017	0.208	0.256
114	2004	213	1700	1.395	1017	0.21	0.354
114	2004	213	1800	0.536	1018	0.212	0
114	2004	213	1900	-0.015	1018	0.211	0
114	2004	213	2000	-0.06	1018	0.213	0.081
114	2004	213	2100	-0.099	1018	0.212	0.001
114	2004	213	2200	-0.428	1018	0.212	0
114	2004	213	2300	-0.523	1019	0.214	0
114	2004	214	0	-0.348	1019	0.212	0
114	2004	214	100	-0.048	1019	0.212	0.251
114	2004	214	200	-0.027	1019	0.211	0
114	2004	214	300	-0.293	1019	0.211	0
114	2004	214	400	-0.75	1019	0.214	0
114	2004	214	500	-0.105	1020	0.213	0.151
114	2004	214	600	-0.351	1020	0.212	0.006
114	2004	214	700	-0.204	1020	0.211	0.011
114	2004	214	800	-0.904	1021	0.214	0.047
114	2004	214	900	-1.295	1021	0.214	0
114	2004	214	1000	-1.19	1022	0.212	0.116
114	2004	214	1100	-1.016	1022	0.217	0.04
114	2004	214	1200	-0.328	1022	0.215	0
114	2004	214	1300	0.126	1021	0.209	0
114	2004	214	1400	-0.125	1021	0.21	0
114	2004	214	1500	-0.082	1021	0.21	0
114	2004	214	1600	0.796	1021	0.211	0.188
114	2004	214	1700	1.426	1022	0.21	0.157
114	2004	214	1800	0.005	1022	0.215	0
114	2004	214	1900	-0.898	1023	0.206	0
114	2004	214	2000	-1.464	1023	0.211	0
114	2004	214	2100	-1.134	1023	0.213	0
114	2004	214	2200	-1.062	1023	0.21	0.07
114	2004	214	2300	-1.395	1023	0.211	0
114	2004	215	0	-1.695	1024	0.214	0
114	2004	215	100	-1.562	1023	0.214	0.031
114	2004	215	200	-1.752	1023	0.215	0
114	2004	215	300	-1.745	1023	0.21	0.033
114	2004	215	400	-1.626	1023	0.207	0
114	2004	215	500	-2.421	1023	0.215	0
114	2004	215	600	-2.394	1023	0.213	0
114	2004	215	700	-2.351	1023	0.215	0
114	2004	215	800	-2.316	1023	0.21	0.031
114	2004	215	900	-2.002	1024	0.206	0
114	2004	215	1000	-1.398	1024	0.206	0.094
114	2004	215	1100	-1.018	1023	0.202	0.282
114	2004	215	1200	-0.221	1023	0.209	0
114	2004	215	1300	0.465	1022	0.211	0.031
114	2004	215	1400	4.115	1022	0.204	0
114	2004	215	1500	5.092	1022	0.205	0.275
114	2004	215	1600	4.222	1022	0.205	0.237
114	2004	215	1700	3.291	1022	0.207	0.341
114	2004	215	1800	1.72	1022	0.215	0
114	2004	215	1900	0.553	1022	0.211	0
114	2004	215	2000	0.228	1022	0.213	0
114	2004	215	2100	-0.677	1022	0.21	0
114	2004	215	2200	-0.801	1022	0.209	0
114	2004	215	2300	-0.345	1022	0.212	0
114	2004	216	0	-0.386	1022	0.212	0
114	2004	216	100	-1.066	1022	0.214	0
114	2004	216	200	-1.424	1022	0.209	0.109
114	2004	216	300	-1.488	1021	0.211	0
114	2004	216	400	-1.924	1021	0.217	0
114	2004	216	500	-2.028	1021	0.212	0
114	2004	216	600	-2.041	1020	0.211	0.063
114	2004	216	700	-2.365	1020	0.213	0
114	2004	216	800	-2.033	1020	0.211	0.356
114	2004	216	900	-2.034	1020	0.205	0
114	2004	216	1000	-1.476	1020	0.206	0
114	2004	216	1100	-0.474	1019	0.205	0.157
114	2004	216	1200	-0.158	1019	0.214	0.187
114	2004	216	1300	3.715	1018	0.209	0
114	2004	216	1400	4.403	1017	0.204	0.322
114	2004	216	1500	4.908	1017	0.209	0.101
114	2004	216	1600	4.051	1016	0.209	0.091
114	2004	216	1700	3.176	1016	0.209	0.345
114	2004	216	1800	0.704	1015	0.212	0
114	2004	216	1900	0.527	1015	0.213	0
114	2004	216	2000	0.946	1015	0.209	0
114	2004	216	2100	0.441	1014	0.212	0
114	2004	216	2200	0.694	1014	0.214	0
114	2004	216	2300	0.328	1013	0.213	0
114	2004	217	0	0.01	1013	0.211	0
114	2004	217	100	-1.181	1012	0.214	0
114	2004	217	200	-1.271	1012	0.215	0
114	2004	217	300	-0.873	1011	0.213	0
114	2004	217	400	-0.211	1010	0.211	0.232
114	2004	217	500	-0.145	1010	0.211	0.027
114	2004	217	600	0.014	1009	0.212	0.015
114	2004	217	700	1.843	1008	0.214	0.075
114	2004	217	800	2.18	1008	0.214	0.251
114	2004	217	900	1.319	1007	0.216	0
114	2004	217	1000	2.25	1007	0.212	0.438
114	2004	217	1100	3.891	1007	0.214	0.094
114	2004	217	1200	4.371	1006	0.212	0.658
114	2004	217	1300	4.687	1004	0.207	0
114	2004	217	1400	4.641	1003	0.208	0.333
114	2004	217	1500	4.085	1002	0.203	0.656
114	2004	217	1600	3.492	1002	0.203	0
114	2004	217	1700	3.124	1001	0.198	2.225
114	2004	217	1800	2.373	1001	0.192	2.005
114	2004	217	1900	2.176	1002	0.197	5.906
114	2004	217	2000	2.032	1002	0.197	4.751
114	2004	217	2100	1.377	1001	0.197	1.427
114	2004	217	2200	1.375	1001	0.201	0.533
114	2004	217	2300	3.029	1001	0.2	0.533
114	2004	218	0	3.461	1001	0.188	0
114	2004	218	100	2.811	1001	0.191	0.125
114	2004	218	200	2.142	1001	0.188	0.345
114	2004	218	300	1.789	1000	0.186	0.345
114	2004	218	400	1.919	1000	0.191	1.943
114	2004	218	500	1.698	1001	0.192	3.291
114	2004	218	600	1.558	1000	0.192	1.63
114	2004	218	700	1.556	1000	0.189	2.977
114	2004	218	800	1.616	1001	0.187	1.536
114	2004	218	900	1.58	1001	0.192	1.912
114	2004	218	1000	2.046	1001	0.191	1.254
114	2004	218	1100	2.852	1001	0.187	1.16
114	2004	218	1200	3.113	1001	0.181	0.721
114	2004	218	1300	3.168	1001	0.184	1.456
114	2004	218	1400	3.323	1001	0.179	1.781
114	2004	218	1500	2.889	1001	0.175	1.316
114	2004	218	1600	2.63	1000	0.169	0.031
114	2004	218	1700	2.639	1000	0.166	0
114	2004	218	1800	1.341	1000	0.168	0
114	2004	218	1900	0.132	999	0.169	0
114	2004	218	2000	-0.445	999	0.167	0
114	2004	218	2100	-0.361	999	0.165	0
114	2004	218	2200	-0.493	999	0.168	0
114	2004	218	2300	-0.779	998	0.167	0
114	2004	219	0	-0.763	998	0.165	0
114	2004	219	100	-0.868	997	0.167	0
114	2004	219	200	-0.872	996	0.167	0
114	2004	219	300	-0.914	996	0.172	0.093
114	2004	219	400	-0.707	995	0.169	0.03
114	2004	219	500	-0.68	995	0.164	0.002
114	2004	219	600	-0.763	995	0.169	0
114	2004	219	700	-0.379	995	0.172	0.032
114	2004	219	800	-0.236	995	0.167	0
114	2004	219	900	-0.339	995	0.165	0
114	2004	219	1000	0.688	995	0.172	0.879
114	2004	219	1100	2.258	994	0.168	0
114	2004	219	1200	3.944	994	0.159	0.408
114	2004	219	1300	4.885	993	0.16	0.218
114	2004	219	1400	5.054	993	0.169	0.188
114	2004	219	1500	4.445	993	0.144	0
114	2004	219	1600	3.974	993	0.161	0
114	2004	219	1700	3.278	993	0.171	0
114	2004	219	1800	2.342	993	0.176	0
114	2004	219	1900	1.719	993	0.181	0
114	2004	219	2000	1.615	993	0.179	0
114	2004	219	2100	1.494	993	0.179	0
114	2004	219	2200	1.348	992	0.177	0.064
114	2004	219	2300	1.719	992	0.177	0.083
114	2004	220	0	0.869	992	0.179	0
114	2004	220	100	0.268	992	0.183	0
114	2004	220	200	0.624	991	0.18	0
114	2004	220	300	0.876	991	0.178	0
114	2004	220	400	1.522	991	0.181	0
114	2004	220	500	1.297	991	0.177	0
114	2004	220	600	0.908	990	0.179	0.031
114	2004	220	700	0.744	991	0.176	0
114	2004	220	800	0.743	991	0.179	0
114	2004	220	900	0.795	991	0.18	0
114	2004	220	1000	3.059	991	0.174	0.094
114	2004	220	1100	3.549	991	0.176	0.282
114	2004	220	1200	2.787	991	0.174	0.219
114	2004	220	1300	2.259	990	0.182	0
114	2004	220	1400	5.112	990	0.176	0
114	2004	220	1500	5.544	990	0.16	0.423
114	2004	220	1600	4.778	990	0.159	0
114	2004	220	1700	3.861	990	0.165	0.373
114	2004	220	1800	2.087	990	0.166	0
114	2004	220	1900	1.44	990	0.162	0
114	2004	220	2000	1.432	990	0.166	0.045
114	2004	220	2100	0.99	991	0.162	0.101
114	2004	220	2200	0.613	991	0.162	0
114	2004	220	2300	0.491	991	0.162	0.086
114	2004	221	0	1.168	991	0.16	0.001
114	2004	221	100	1.668	991	0.167	0.188
114	2004	221	200	1.632	991	0.169	0.188
114	2004	221	300	1.321	990	0.171	0.533
114	2004	221	400	1.094	990	0.172	0
114	2004	221	500	0.558	990	0.159	3.792
114	2004	221	600	-0.045	990	0.182	3.636
114	2004	221	700	-0.072	990	0.184	2.163
114	2004	221	800	-0.085	991	0.237	1.316
114	2004	221	900	-0.069	991	0.232	1.41
114	2004	221	1000	0.034	992	0.238	0.407
114	2004	221	1100	0.126	992	0.23	0.063
114	2004	221	1200	0.557	993	0.222	0.251
114	2004	221	1300	1.474	993	0.21	0
114	2004	221	1400	4.091	992	0.199	0
114	2004	221	1500	4.535	993	0.166	0.737
114	2004	221	1600	4.848	993	0.18	0.175
114	2004	221	1700	4.501	994	0.186	0.438
114	2004	221	1800	2.462	994	0.185	0
114	2004	221	1900	2.421	995	0.183	0
114	2004	221	2000	2.438	996	0.183	0.219
114	2004	221	2100	3.718	996	0.185	0
114	2004	221	2200	4.015	996	0.187	0.215
114	2004	221	2300	3.575	996	0.179	0.158
114	2004	222	0	3.274	997	0.182	0
114	2004	222	100	1.187	997	0.19	0
114	2004	222	200	0.079	997	0.19	0.111
114	2004	222	300	-0.069	997	0.19	0
114	2004	222	400	-1.326	997	0.193	0
114	2004	222	500	-1.759	997	0.192	0
114	2004	222	600	-2.012	997	0.192	0
114	2004	222	700	-1.857	997	0.193	0
114	2004	222	800	-2.038	997	0.193	0.026
114	2004	222	900	-2.036	997	0.191	0.093
114	2004	222	1000	-1.8	997	0.183	0
114	2004	222	1100	-1.197	997	0.191	0.219
114	2004	222	1200	-0.508	997	0.189	0.031
114	2004	222	1300	-1.088	997	0.19	0.088
114	2004	222	1400	0.893	996	0.186	0
114	2004	222	1500	3.627	996	0.186	0.075
114	2004	222	1600	2.648	996	0.188	0.282
114	2004	222	1700	2.226	995	0.186	0.219
114	2004	222	1800	1.259	995	0.189	0.219
114	2004	222	1900	1.186	994	0.188	0
114	2004	222	2000	0.866	993	0.193	0.094
114	2004	222	2100	0.919	991	0.191	0.47
114	2004	222	2200	0.372	991	0.198	3.385
114	2004	222	2300	-0.066	992	0.234	5.735
114	2004	223	0	-0.05	991	0.269	6.488
114	2004	223	100	-0.338	991	0.28	2.445
114	2004	223	200	-0.271	992	0.312	1.504
114	2004	223	300	-0.052	992	0.334	0.752
114	2004	223	400	-0.096	992	0.337	1.034
114	2004	223	500	-0.208	992	0.351	0.846
114	2004	223	600	-0.444	992	0.352	0.376
114	2004	223	700	-0.769	992	0.35	0.752
114	2004	223	800	-1.129	992	0.362	1.128
114	2004	223	900	-1.155	992	0.392	1.912
114	2004	223	1000	-0.601	991	0.408	2.006
114	2004	223	1100	-0.241	991	0.418	2.166
114	2004	223	1200	0.069	992	0.458	0.686
114	2004	223	1300	0.185	993	0.458	0.313
114	2004	223	1400	0.077	993	0.458	0.784
114	2004	223	1500	0.213	994	0.452	0.658
114	2004	223	1600	-0.129	994	0.453	1.63
114	2004	223	1700	-0.483	994	0.451	0.324
114	2004	223	1800	-0.79	995	0.45	0.036
114	2004	223	1900	-1.44	995	0.45	1.175
114	2004	223	2000	-1.871	995	0.469	0.345
114	2004	223	2100	-2.107	994	0.462	0
114	2004	223	2200	-2.149	994	0.438	0
114	2004	223	2300	-2.317	993	0.508	1.191
114	2004	224	0	-2.258	992	0.524	1.262
114	2004	224	100	-2.311	991	0.543	1.542
114	2004	224	200	-2.385	990	0.586	2.183
114	2004	224	300	-2.439	989	0.6	1.585
114	2004	224	400	-2.43	989	0.645	2.613
114	2004	224	500	-1.857	990	0.655	0.502
114	2004	224	600	-1.104	990	0.643	0.282
114	2004	224	700	-1.354	992	0.631	0.339
114	2004	224	800	-1.8	993	0.648	0.663
114	2004	224	900	-1.806	994	0.658	0.024
114	2004	224	1000	-1.178	995	0.645	5.213
114	2004	224	1100	-0.462	995	0.641	0
114	2004	224	1200	-0.288	996	0.641	0.095
114	2004	224	1300	-0.012	995	0.623	1.222
114	2004	224	1400	-0.054	995	0.648	2.257
114	2004	224	1500	-0.026	994	0.717	2.257
114	2004	224	1600	-0.004	994	0.776	3.385
114	2004	224	1700	0.114	993	0.803	6.018
114	2004	224	1800	0.234	993	0.792	2.351
114	2004	224	1900	0.064	994	0.781	5.171
114	2004	224	2000	0.596	995	0.774	4.67
114	2004	224	2100	1.052	995	0.761	3.04
114	2004	224	2200	1.261	995	0.748	4.451
114	2004	224	2300	1.926	996	0.722	1.348
114	2004	225	0	2.405	995	0.706	2.069
114	2004	225	100	1.841	995	0.712	5.359
114	2004	225	200	2.099	995	0.696	5.83
114	2004	225	300	2.864	994	0.685	8.02
114	2004	225	400	3.706	994	0.664	8.18
114	2004	225	500	3.939	994	0.613	9.28
114	2004	225	600	4.228	994	0.598	6.895
114	2004	225	700	4.212	994	0.577	5.955
114	2004	225	800	4.445	996	0.523	6.394
114	2004	225	900	4.546	997	0.496	2.131
114	2004	225	1000	4.436	997	0.489	2.288
114	2004	225	1100	3.891	998	0.493	3.73
114	2004	225	1200	4.153	998	0.455	1.63
114	2004	225	1300	3.865	998	0.46	2.061
114	2004	225	1400	2.979	997	0.463	6.16
114	2004	225	1500	2.66	996	0.465	5.06
114	2004	225	1600	2.234	996	0.452	6.949
114	2004	225	1700	2.389	996	0.452	6.894
114	2004	225	1800	2.017	996	0.443	5.031
114	2004	225	1900	2.305	995	0.447	4.985
114	2004	225	2000	1.924	994	0.444	8.12
114	2004	225	2100	1.662	994	0.436	6.739
114	2004	225	2200	1.687	992	0.444	9.97
114	2004	225	2300	2.196	992	0.44	10.56
114	2004	226	0	3.157	991	0.441	8.59
114	2004	226	100	3.017	991	0.44	10.78
114	2004	226	200	2.096	992	0.449	7.3
114	2004	226	300	2.704	992	0.449	2.068
114	2004	226	400	2.533	993	0.447	1.222
114	2004	226	500	2.389	994	0.445	0.157
114	2004	226	600	2.068	995	0.441	0.031
114	2004	226	700	1.909	996	0.433	0
114	2004	226	800	1.764	997	0.437	0.125
114	2004	226	900	0.998	998	0.442	4.419
114	2004	226	1000	0.677	999	0.435	0
114	2004	226	1100	2.041	999	0.428	0
114	2004	226	1200	1.734	1000	0.429	0.376
114	2004	226	1300	2.104	999	0.427	0
114	2004	226	1400	2.327	999	0.426	0.677
114	2004	226	1500	1.456	998	0.426	0.572
114	2004	226	1600	0.425	998	0.431	0
114	2004	226	1700	0.06	999	0.447	1.504
114	2004	226	1800	0.244	999	0.464	1.513
114	2004	226	1900	0.111	999	0.483	1.923
114	2004	226	2000	0.085	1000	0.491	0.692
114	2004	226	2100	0.213	1000	0.494	0.846
114	2004	226	2200	0.334	999	0.483	0
114	2004	226	2300	0.341	999	0.491	1.066
114	2004	227	0	0.321	999	0.492	0
114	2004	227	100	0.247	999	0.497	2.163
114	2004	227	200	0.113	999	0.509	2.413
114	2004	227	300	0.087	998	0.532	2.539
114	2004	227	400	0.127	996	0.574	1.943
114	2004	227	500	0.111	995	0.598	2.57
114	2004	227	600	0.279	995	0.599	4.106
114	2004	227	700	0.746	995	0.587	7.99
114	2004	227	800	0.381	996	0.563	5.391
114	2004	227	900	0.67	995	0.576	4.388
114	2004	227	1000	0.472	993	0.574	4.733
114	2004	227	1100	0.743	992	0.572	3.542
114	2004	227	1200	0.634	991	0.567	2.695
114	2004	227	1300	0.327	990	0.554	4.451
114	2004	227	1400	0.296	988	0.561	4.67
114	2004	227	1500	0.47	987	0.563	6.112
114	2004	227	1600	0.927	986	0.565	3.322
114	2004	227	1700	0.698	985	0.564	6.206
114	2004	227	1800	1.209	985	0.565	6.112
114	2004	227	1900	2.821	985	0.557	4.544
114	2004	227	2000	2.539	985	0.558	3.26
114	2004	227	2100	1.985	984	0.552	1.097
114	2004	227	2200	1.823	984	0.548	1.536
114	2004	227	2300	1.425	984	0.546	0.376
114	2004	228	0	1.596	983	0.546	0
114	2004	228	100	1.583	983	0.547	0.282
114	2004	228	200	1.834	982	0.541	0
114	2004	228	300	1.343	982	0.542	0
114	2004	228	400	0.907	982	0.543	0
114	2004	228	500	0.549	982	0.543	0
114	2004	228	600	0.199	982	0.543	0
114	2004	228	700	-0.223	983	0.538	0
114	2004	228	800	-1.555	984	0.527	0.376
114	2004	228	900	-2.92	985	0.59	1.41
114	2004	228	1000	-3.332	986	0.587	0
114	2004	228	1100	-3.594	987	0.617	0
114	2004	228	1200	-2.179	987	0.621	0
114	2004	228	1300	-2.068	987	0.621	0
114	2004	228	1400	-2.397	988	0.619	0.846
114	2004	228	1500	-1.055	988	0.612	0.313
114	2004	228	1600	-1.67	988	0.614	0.376
114	2004	228	1700	-2.799	989	0.62	1.128
114	2004	228	1800	-4.174	990	0.642	0.376
114	2004	228	1900	-4.67	991	0.674	0.69
114	2004	228	2000	-4.764	992	0.687	0.533
114	2004	228	2100	-4.987	993	0.681	0
114	2004	228	2200	-4.601	994	0.665	0
114	2004	228	2300	-4.521	995	0.674	0.192
114	2004	229	0	-4.69	996	0.669	0.116
114	2004	229	100	-4.468	997	0.663	0
114	2004	229	200	-4.584	998	0.662	0
114	2004	229	300	-6.878	998	0.661	0
114	2004	229	400	-6.972	999	0.655	0
114	2004	229	500	-7.39	999	0.655	0
114	2004	229	600	-6.606	1000	0.656	0
114	2004	229	700	-5.343	1001	0.65	0.376
114	2004	229	800	-4.775	1002	0.643	0
114	2004	229	900	-3.838	1003	0.639	0
114	2004	229	1000	-2.908	1003	0.632	0.094
114	2004	229	1100	-1.618	1004	0.63	0.282
114	2004	229	1200	-3.526	1004	0.628	0
114	2004	229	1300	-4.141	1004	0.624	0.153
114	2004	229	1400	-3.271	1004	0.622	0.059
114	2004	229	1500	-0.864	1004	0.613	0
114	2004	229	1600	-0.818	1004	0.624	0
114	2004	229	1700	-1.48	1005	0.626	0.378
114	2004	229	1800	-3.58	1005	0.623	0
114	2004	229	1900	-5.442	1005	0.63	0
114	2004	229	2000	-5.782	1006	0.63	0
114	2004	229	2100	-4.808	1007	0.627	0.031
114	2004	229	2200	-3.121	1007	0.629	0.096
114	2004	229	2300	-3.737	1007	0.623	0.006
114	2004	230	0	-4.84	1008	0.622	0
114	2004	230	100	-3.823	1008	0.622	0.345
114	2004	230	200	-2.604	1008	0.616	0
114	2004	230	300	-0.856	1009	0.614	0.376
114	2004	230	400	-1.135	1009	0.616	0
114	2004	230	500	-1.543	1010	0.617	0.345
114	2004	230	600	-1.846	1010	0.611	0
114	2004	230	700	-0.632	1011	0.611	0
114	2004	230	800	-0.277	1011	0.589	0
114	2004	230	900	0.035	1012	0.593	0
114	2004	230	1000	0.324	1012	0.586	0
114	2004	230	1100	0.769	1012	0.589	0.345
114	2004	230	1200	1.233	1012	0.594	0
114	2004	230	1300	1.765	1012	0.589	0
114	2004	230	1400	2.205	1012	0.59	0.282
114	2004	230	1500	2.899	1012	0.586	0
114	2004	230	1600	2.999	1012	0.579	0
114	2004	230	1700	2.714	1012	0.578	0
114	2004	230	1800	2.486	1012	0.568	0
114	2004	230	1900	2.374	1012	0.581	0
114	2004	230	2000	2.578	1012	0.581	0
114	2004	230	2100	2.718	1012	0.583	0.063
114	2004	230	2200	3.062	1012	0.582	0
114	2004	230	2300	3.069	1012	0.581	0
114	2004	231	0	2.989	1011	0.576	0.47
114	2004	231	100	3.085	1011	0.581	0
114	2004	231	200	2.94	1010	0.583	0
114	2004	231	300	2.819	1010	0.579	0
114	2004	231	400	2.432	1010	0.573	0
114	2004	231	500	2.328	1010	0.575	0
114	2004	231	600	2.186	1010	0.572	1.128
114	2004	231	700	1.924	1011	0.57	0
114	2004	231	800	1.743	1011	0.569	0
114	2004	231	900	1.571	1011	0.571	0.031
114	2004	231	1000	2.578	1011	0.562	0
114	2004	231	1100	2.78	1011	0.567	0.752
114	2004	231	1200	2.762	1010	0.566	0
114	2004	231	1300	3.166	1010	0.565	0
114	2004	231	1400	3.267	1009	0.564	0
114	2004	231	1500	3.675	1009	0.559	0
114	2004	231	1600	4.309	1009	0.565	0
114	2004	231	1700	3.026	1009	0.568	0
114	2004	231	1800	0.888	1009	0.568	0
114	2004	231	1900	-1.509	1010	0.569	0
114	2004	231	2000	-1.595	1010	0.57	0
114	2004	231	2100	-1.965	1010	0.571	0
114	2004	231	2200	-1.793	1010	0.57	0
114	2004	231	2300	-1.779	1009	0.57	0
114	2004	232	0	-1.068	1009	0.57	0
114	2004	232	100	-1.721	1009	0.564	0
114	2004	232	200	-1.499	1009	0.565	0
114	2004	232	300	-2.661	1009	0.573	0
114	2004	232	400	-2.431	1009	0.569	0
114	2004	232	500	-2.496	1008	0.568	0
114	2004	232	600	-1.535	1008	0.568	0
114	2004	232	700	-1.608	1008	0.571	0.013
114	2004	232	800	-1.527	1009	0.564	0
114	2004	232	900	-1.112	1009	0.569	0.03
114	2004	232	1000	1.175	1009	0.554	0
114	2004	232	1100	2.49	1009	0.562	0
114	2004	232	1200	1.567	1009	0.565	0
114	2004	232	1300	1.847	1008	0.557	0.341
114	2004	232	1400	1.57	1008	0.568	0.031
114	2004	232	1500	3.386	1008	0.553	0
114	2004	232	1600	6.082	1008	0.556	0.439
114	2004	232	1700	3.034	1008	0.56	0
114	2004	232	1800	1.699	1008	0.566	0
114	2004	232	1900	0.231	1008	0.561	0
114	2004	232	2000	-0.293	1008	0.568	0
114	2004	232	2100	-0.249	1008	0.56	0.002
114	2004	232	2200	-0.472	1009	0.558	0
114	2004	232	2300	-0.516	1008	0.562	0
114	2004	233	0	-0.148	1008	0.564	0
114	2004	233	100	-0.679	1008	0.568	0
114	2004	233	200	-0.321	1008	0.561	0.004
114	2004	233	300	0.004	1008	0.562	0
114	2004	233	400	-0.773	1008	0.565	0
114	2004	233	500	-1.12	1008	0.563	0
114	2004	233	600	-0.651	1008	0.564	0.045
114	2004	233	700	-0.033	1008	0.56	0.137
114	2004	233	800	-0.132	1008	0.563	0.196
114	2004	233	900	1.596	1008	0.557	0.122
114	2004	233	1000	4.357	1008	0.539	0
114	2004	233	1100	7.22	1008	0.556	0.295
114	2004	233	1200	6.127	1008	0.545	0.419
114	2004	233	1300	6.774	1008	0.551	0.28
114	2004	233	1400	6.138	1007	0.551	0
114	2004	233	1500	6.396	1007	0.548	0.125
114	2004	233	1600	5.627	1007	0.552	0.063
114	2004	233	1700	4.185	1007	0.548	0.188
114	2004	233	1800	3.222	1008	0.551	0
114	2004	233	1900	1.293	1008	0.553	0
114	2004	233	2000	0.162	1008	0.551	0
114	2004	233	2100	-0.213	1008	0.556	0
114	2004	233	2200	0.529	1008	0.551	0
114	2004	233	2300	-0.391	1008	0.557	0.021
114	2004	234	0	-0.627	1008	0.551	0
114	2004	234	100	-0.385	1008	0.555	0
114	2004	234	200	-0.484	1008	0.557	0
114	2004	234	300	-1.279	1007	0.547	0
114	2004	234	400	-1.82	1007	0.558	0
114	2004	234	500	-1.923	1007	0.552	0
114	2004	234	600	-1.812	1007	0.551	0
114	2004	234	700	-2.343	1007	0.548	0.107
114	2004	234	800	-1.065	1007	0.554	0
114	2004	234	900	1.76	1007	0.553	0.22
114	2004	234	1000	4.171	1007	0.547	0.282
114	2004	234	1100	5.556	1007	0.544	0
114	2004	234	1200	6.114	1006	0.545	0.717
114	2004	234	1300	5.942	1006	0.548	0
114	2004	234	1400	5.293	1005	0.547	0.117
114	2004	234	1500	3.056	1005	0.55	0
114	2004	234	1600	2.725	1005	0.55	0
114	2004	234	1700	2.364	1005	0.552	1.003
114	2004	234	1800	1.518	1004	0.554	0
114	2004	234	1900	1.263	1004	0.549	0
114	2004	234	2000	0.991	1003	0.548	0.917
114	2004	234	2100	0.361	1003	0.549	1.343
114	2004	234	2200	0.401	1002	0.557	2.367
114	2004	234	2300	1.845	1001	0.556	3.467
114	2004	235	0	2.179	1001	0.558	3.166
114	2004	235	100	1.84	999	0.56	6.833
114	2004	235	200	1.583	997	0.553	7.74
114	2004	235	300	1.765	996	0.564	12.85
114	2004	235	400	3.465	995	0.575	9.56
114	2004	235	500	2.927	994	0.57	9.5
114	2004	235	600	3.294	992	0.579	10.75
